sentenceA	sentenceB	label
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Mein Rechner hat eine hohe CPU-Auslastung und Programme ruckeln nach dem Starten.	contradiction
Das Bildungsfeedback des Programms fördert Konformität und kann vor zukünftigem Fehlverhalten abschrecken, da die Praktiker sich dessen bewusst sind, dass HIC nachverfolgt, was jährlich als Rückzahlung gefordert wird.	HIC ist nicht die Abteilung, die für die Nachverfolgung von Reklamationen zuständig ist.	contradiction
"Hallo zusammen, Ich habe mir gestern ein paar Programme(OpenOffice, TuneUp,....) heruntergeladen, dann
            schalte ich den Computer aus. Heute am Morgen sehe ich eine Datei auf meinem Desktop, mit Namen
            dfljsdjfldjsfsdf.dll.exe , ich wollte sie löschen, aber ging nicht. So nach 3 Stunden sagte Avira plötzlich
            es sei ein TR/Dldr.Zlob.gzy Nun kann ich die Datei weder mit Avira noch selbständig löschen..... Nun brauche
            ich wieder mal eure Hilfe LG Crusader
        "	Ich möchte einen Trojaner löschen.	entailment
Wenn Sie irgendwelche eigenartige (Missouri) Namen oder solche, die als eine Überraschung (Nebraska) kommen, einfach Jot 'Em Down (Texas) sicher (Tennessee) - es sei denn natürlich, sie sein Errata (Mississippi).	Nebraska hat keine Städte mit lustigen Namen.	contradiction
Die beste Abschreckung für Einbrecher ist ein lauter Nachbar, selbst wenn der Nachbar nur einen lauten Hund hat wird es sie abschrecken, da sie wissen das der Hund bellen wird.	Einbrecher mögen keine Hunde , da diese laut sind und sie oft beißen.	neutral
Letztendlich kontrolliert der CEO die Zuordnung von Informationstechnologie und Managementfunktionen zum CIO, zur CIO-Organisation und zu anderen Organisationseinheiten.	Der CEO sagt den Leuten, wer welche Informationen erhält, aber manchmal machen sie Fehler.	neutral
Mzoudi behauptet, er sei nach Marroko gegangen, um zu heiraten, er konnte aber nicht, da er hier in einen Unfall verwickelt wurde.	Zum Zeitpunkt des Unfalls trug er keinen Sicherheitsgurt.	neutral
Wie auch immer, sie haben diesen Sauerstoffregulator erfunden.	Sie haben einen neuen Regler erfunden.	entailment
Das Beste was man von Podhoretz und Decter sagen könnte ist,dass ihre biologischen Uhren nicht mehr sehr viele Minuten übrig haben.	Decter ist 85 Jahre alt.	neutral
"Es gibt bei m ir zwei Probleme bei der Ausführung des Tools unter Vista. 1) Vista blockiert die Ausführung
            mit dem Kommentar '' ...Sie verfügen eventuell nicht über ausreichende Berechtigungen... '' und 2) F-Secure
            gibt eine Malware-Warnung aus '' W32/Suspicious_U.gen '' Virus. Ist die Viruswarnung nur ein Fehlalarm? Wie
            umgehe ich die Blockierung durch Vista? Kann da jemand helfen? (URL)
        "	Ich habe ein Spywareprogramm installiert und nun tauchen Schwierigkeiten mit dem Webbrowser auf.	contradiction
Aus dem gleichen Grund hat das Gesamtrisiko, das mit unbeständigen Verbrauchern, zahlreichen Verkaufssaisons und segmentierten Märkten, verbunden ist, zusammen mit einem harten Wettbewerb im Ausland dies derzeit zu einem schwierigen Kampf für amerikanische Einzelhändler und Hersteller gemacht.	Amerikanische Händler sind gerade erfolgreich.	contradiction
Persönlich ist Prudie nicht verrückt nach Freunde und Freundinnen über 30, und sie verabscheut den Begriff Liebhaber, außer wenn sie von Europäischen Frauen benutzt wird.	Prudie mag den Begriff Liebhaber unter keinen Umständen.	contradiction
"Kann mir mal jemand erklären, wie das gehen soll z.B. Computer (RAM-Speicher) max EUR 6,00 Software
            (Virenschutz & Datensicherheit) max EUR 5,00 Audio & Hi-Fi (Kopfhörer) max EUR 6,00 wenn aber bei
            der Post der Versand per DHL (versichert) schon EUR 7,- kostet? Da zahlt also der Verkäufer allein an
            Portokosten an DHL mehr als der Käufer an ihn bezahlen muss? Von Kosten für den Weg zur Post (bei den
            heutigen Spritpreisen ja vernachlässigbar), Kosten für die Verpackung (Kartonage, Polstermaterial, Kleber) +
            Kosten, Zeit und Mühen für die Verpackerei ganz zu schweigen
        "	Ein Virus hat meinen PC befallen.	contradiction
Die Energie des Gesamtsystems würde gesenkt werden, wenn die Dipole die Orientierung umkehren würden, um näher an den einen oder den anderen der Bodenenergiezustände zu kommen.	Die Dipole können ihre Orientierung ändern.	entailment
Es ist bemerkenswert, dass diese Anomalie auch in vielen modernen Ursprüngen weiterhin besteht.	Diese Anomalie existiert heute noch wie in der Vergangenheit.	entailment
Das Publikum ist unsichtbar. Jeder Betrachter ist in seiner kleinen Kabine, Wohnzimmer genannt.	Sie können das Publikum sehen.	contradiction
PDBs wurden den Kongressführern nicht routinemäßig unterwiesen, obwohl dieser Punkt in einer anderen nachrichtendienstlichen Unterrichtung hochkommen könnte.	Kongressführer hatten möglicherweise keine Kenntnis von diesem täglichen Briefing für den Präsidenten.	entailment
Pitt, locker in Hemd und Hose gekleidet, lehnte sich an die Reling und beobachtete ihn, sein schönes, aufrichtiges Gesicht von unmißverständlicher Besorgnis geprägt.	Pitt trug ein Hemd und eine Reithose.	entailment
Ja, aber ich glaube nicht, dass wir es tun werden, weil es keine lokalen Sender gibt und das sind die Nachrichten, an denen wir hauptsächlich interessiert sind	Der Preis ist ziemlich gut.	neutral
Auch außerhalb des Lexikons hat sich die Grammatik, besonders der Syntax, verändert. Allerdings nicht so stark, dass sie für einen modernen Durchschnittsleser nicht mehr verständlich wäre.	Grammatik hat sich so viel verändert, dass niemand es verstehen kann.	contradiction
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	Die Prozessorauslastung ist bei 100% und Antivirenprogramme funktionieren nicht.	contradiction
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	Fragstellung zu einem Virenbefall der Hauptplatine / des Motherboards.	contradiction
Der Pachuco wurde in den USA von den Mexikanischen Amerikanern und den Anglo-Gemeinschaften sowie in Mexiko von den Medien und Intellektuellen verachtet.	In den Vereinigten Staaten hielten mexikanische Amerikaner und Angloamerikaner den Pachuco für unwürdig.	entailment
Und ich glaube, es gibt einen molekularen Hinweis darauf, dass die Biosphäre sich im überlebenden Regime für eine sich ausbreitende Reihe von Linien fortwährend selbst mitentwickelt.	Veränderungen in der Biosphäre gemäß der Temperatur.	neutral
Der Ton des Änderungsantrags bleibt respektvoll gegenüber der Kontrolle des Staates über den Wahlprozess, sogar für das nationale Amt.	Die Staaten bestimmen das Wahlverfahren.	entailment
"Kann mir mal jemand erklären, wie das gehen soll z.B. Computer (RAM-Speicher) max EUR 6,00 Software
            (Virenschutz & Datensicherheit) max EUR 5,00 Audio & Hi-Fi (Kopfhörer) max EUR 6,00 wenn aber bei
            der Post der Versand per DHL (versichert) schon EUR 7,- kostet? Da zahlt also der Verkäufer allein an
            Portokosten an DHL mehr als der Käufer an ihn bezahlen muss? Von Kosten für den Weg zur Post (bei den
            heutigen Spritpreisen ja vernachlässigbar), Kosten für die Verpackung (Kartonage, Polstermaterial, Kleber) +
            Kosten, Zeit und Mühen für die Verpackerei ganz zu schweigen
        "	Der Verkäufer muss mehr für den Versand ausgeben als der Käufer ihm bezahlt.	entailment
"hallo liebe mods, ich schreibe diesen beitrag extra in die mainboard kategorie, weil heute schon 4 mal beim
            aufrufen des p5q deluxe-sammelthreads mein trendmicro virenscanner angeschlagen hat! er meldete folgen
            virus: TSPY_ONLINEG.FXG laut trendmicro wird versucht, den virus über '' gehackte '' webseiten
            einzuschleusen... nachzulesen hier: (URL) könnt ihr mal der sache auf den grund gehen? viele grüsse t.
        "	Beim Öffnen des P5Q Deluxe-Sammelthreads erhalte ich eine Virusmeldung.	entailment
Sie sind Lord Julian Wade, ich verstehe, war seine mutige Begrüßung.	Lord Julians Begrüßung war warm und einladend.	contradiction
In Prinsengracht versteckten sich Otto Frank und seine Familie über zwei Jahre lang auf dem Dachboden ihrer Geschäftsräume, bevor sie entdeckt wurden.	Otto Frank versteckte sich, bis die Nazis ihn gefunden haben.	neutral
Oh ja ja, es ist ein großartiger Ort für einen Besuch, wirklich ja	Es ist ein reizvoller Ort zum Besuchen.	entailment
"hi, wie mir counter spy sagt, habe ich mir anscheinend den virtumonde-virus eingefangen, bringe ihn aber
            damit nicht weg. mein problem äussert sich insofern, dass sich bei allen anwendungen der explorer alle paar
            sekunden aufhängt, alles verschwindet, einen schwarzen bildschirm zurücklässt und ich nur noch in dem
            fenster arbeiten kann, in dem ich mich gerade befinde. auch wenn ich den explorer im taskmanager starte,
            bleibt es nicht lang so.
        "	Nach dem Update meines BIOS fährt mein Rechner nicht mehr hoch.	contradiction
Die auffallendste Implikation der CMP-Theorie ist, dass die Sorge um die relative Position in Gesellschaften verschwindet, in denen Partner durch andere Mechanismen als Reichtum zugeordnet werden.	Bei der CMP-Theorie geht es um die Paarung von Tieren.	neutral
Oh, es war Snake River oh Snake River mit vielen Schlangen drin	Snake River ist voller Schlangen.	entailment
Wir hoffen es wird Ihnen gefallen mit ihnen zu sprechen, aber Sie können IRT Buchhaltungskosten verringern wenn Sie Ihre Spende heute im Rückumschlag senden.	Es ist möglich, Ihr Geschenk per Post zu verschicken.	entailment
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Sobald der P5Q Deluxe-Sammelthread gestartet wird, gibt der Virenscanner eine Alarmmeldung.	contradiction
Und die Farbtupfer ändern alle 100 Grad ihre Farbe, wenn es rot ist, wird es zu blau.	Die Farbe ist immer schwarz.	contradiction
Das Unternehmen ist weiterhin für eine Umstrukturierung vorbereitet, um den sich ständig ändernden Geschäftsanforderungen gerecht zu werden.	Die Firma ist bereit, ihre Struktur zu ändern.	entailment
Eine vor Kurzem durchgeführte Lou-Harris-Umfrage zeigt, dass über 66% der heutigen weiblichen Geschäftsführerinnen bei den Pfadfindern waren.	Nur 10% der weiblichen Führungskräfte waren bei den Pfadfindern.	contradiction
John Burke (Alabama) überprüft und analysiert andere zeitgenössische Konten und findet, dass Boswells nicht nur der genaueste ist, sondern er nutzt es, um Johnsons Charakter zu demonstrieren, wobei andere es lediglich als literarischen Geschwätz abstempeln.	John Burke mag Boswell nicht.	neutral
Diese Märkte unter freiem Himmel sind auch die interessantesten Plätze zum shoppen  in Beijing.	Die strengen Gesetze in Peking verbieten Open-Air-Märkte innerhalb der Stadtgrenze.	contradiction
Sie sagten: Wir zahlen für einen Platz, damit du bleibst.	Sie werden für nichts im Voraus zahlen.	contradiction
Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.	Die Mütter haben keine Arzneiverordnungen oder Medikamente.	contradiction
Eine Behörde beabsichtigte, ein Verfahren für die Beantragung von Reiseanträgen einzuführen, das Reisenden mit bestimmten Ausnahmen gestattet, lediglich einen Gesamtbetrag aller Ausgaben aufzuführen, die einzeln 75 USD oder weniger kosten.	Eine Agentur hat versucht, es so zu machen, dass ein Angestellter nur Reisekosten unter $ 75 als Gesamtbetrag beanspruchen kann.	entailment
Er hat den einzigen Weg gefunden, und wie abstoßend es auch sein mag für ihn, er muss es ergehen.	Er spielte auf jeden Fall verrückt, bei dem Gedanken, danach greifen zu müssen.	neutral
Viele sehen Philanthropie als nichts anderes als die großen Gesten der Reichen.	Jeder versteht, dass wir alle spenden müssen, wenn wir etwas bewirken wollen.	contradiction
Werfen Sie eine Coke-Anzeige hinein	Stelle eine Werbeanzeige von einem Erfrischungsgetränk auf.	neutral
Eines Tages wird die Technologie, die heute Märkte für Visionäre schafft, so alltäglich wie eine Glühbirne sein.	Technologie macht immer Spaß!	contradiction
In Santa Fe, wo das hispanische Erbe und die Bevölkerung noch beträchtlich hoch sind, sind die neuen pseudo-spanischen Namen eher angebracht als etwa in Kalifornien oder Tucson.	Jeder in Santa Fe hat einen amerikanischen Namen.	contradiction
Die MCI-Website legt die vorhergesehene Methode dar, um diese Homeruns zu messen.	Auf der MCI Webseite gibt es festgeschriebene Richtlinien, die beschreiben, wie man einen Home-run mißt.	entailment
Paul scheint Alan Greenspan als einen Ideologen zu betrachten, der die Arbeitslosenrate tatsächlich gemäß den Diktaten einer bestimmten Wirtschaftstheorie kontrolliert.	Paul hat noch nie etwas von Alan Greenspan und seinen Wirtschaftstheorien gehört.	contradiction
Mit dem Einschlag wurden viele getötet oder schwer verletzt, andere jedoch blieben weitestgehend unversehrt.	Nur 10 Menschen erlitten lediglich geringere Verletzungen durch den Aufprall.	neutral
Es ist Zeit für den sprichwörtlichen LETZTEN AUFRUF!	Es ist Zeit für den letzten Aufruf!	entailment
Die einzige Frage in der NEA Umfrage, die sich auf Bücher bezieht, ist Haben Sie im letzten Jahr irgendwelche Bücher gelesen?	Die NEA Umfrage fragte 30 Fragen über Literatur und welche Typen von Büchern im letzten Jahr gelesen wurden.	contradiction
Das Außenministerium bat Moskau, den ABM-Vertrag zu überarbeiten - welchen die meisten Befürworter der Raketenabwehr ohnehin als ein Relikt des Kalten Krieges ansehen.	Der ABM-Vertrag beinhaltet die Raketenabwehr.	entailment
Schließlich leitete er Finanzminister Paul O'Neill an, einen Plan auszuarbeiten, um die finanzielle Unterstützung von Al-Kaida anzugreifen und ihre Vermögenswerte zu konfiszieren.	Finanzminister Paul O'Neill wurde angewiesen, einen Plan für die Finanzierung der Al-Qaida zu entwickeln.	entailment
Oh Mensch wirklich, das klingt abenteuerlich	Das klingt nach einem schrecklichen Erlebnis.	contradiction
Lamar Alexanders Ausweg ist erwähnenswert, obwohl er nicht auf das Niveau der Unlogik herankam.	Man sollte keine Zeit verschwenden, wenn man Lamar Alexander's Abgang in Betracht zieht.	contradiction
Die verbleibenden Dimensionen werden auf der Planck-Längenskala in sogenannten Calabi-Yau-Räumen oder, allgemeiner ausgedrückt, kompaktierten Modulen vorgestellt.	Calabi-Yau-Räume werden in der wissenschaftlichen Lektüre behandelt.	neutral
"Hallo Folgendes Problem, der CPU ist bei 100%. Wo die Auslastung liegt, lässt sich nicht erkennen im Task.
            Spy und Virenprogramm AV lässt sich nicht starten. AVcenter ist keine zulässige win32 anwendung u.s.w.
            Soundkarte gibt keine Musik mehr von sich. Nur die Windows Töne. Treiber lässt sich auch nicht mehr
            installieren. Online Virenscan, wie hier beschrieben, geht nur in Zeitlupe, wegen des CPU. Bisher wurde der
            Beagle Virus gefunden. Tool installiert. Abgesicherter Modus geht aber nicht , trotz mehrerer Versuche. Was
            nun? Vielen Dank für die Antwort schon jetzt!
        "	Im Leerlauf habe ich eine hohe Prozessorauslastung.	contradiction
Ein Großteil der Forschung über Quinceaeeras zeigt, dass Familien eine kulturhistorische Tradition beibehalten wollen und die Feier des fünfzehnten Geburtstages einer Tochter ist ein Mittel, die kulturellen Bindungen an ein lateinamerikanisches Erbe fortzusetzen.	Der zehnte Geburtstag einer Tochter ist ein Mittel zur Fortführung kultureller Bindungen.	contradiction
Im Laufe des Jahres 1999 hatten etwa 2,100 Allgemeinmediziner Zugriff auf ihre Rückmeldungsberichte online, und HIC nahm Verbesserungen vor um auch anderen Medizinern den Zugriff zu gewähren.	HIC machte Änderungen in den Rückmeldungen.	entailment
Das ist nicht im Geringsten.	Das ist nicht im Angebot mit dabei, weil es nicht fair wäre.	neutral
"Kann mir mal jemand erklären, wie das gehen soll z.B. Computer (RAM-Speicher) max EUR 6,00 Software
            (Virenschutz & Datensicherheit) max EUR 5,00 Audio & Hi-Fi (Kopfhörer) max EUR 6,00 wenn aber bei
            der Post der Versand per DHL (versichert) schon EUR 7,- kostet? Da zahlt also der Verkäufer allein an
            Portokosten an DHL mehr als der Käufer an ihn bezahlen muss? Von Kosten für den Weg zur Post (bei den
            heutigen Spritpreisen ja vernachlässigbar), Kosten für die Verpackung (Kartonage, Polstermaterial, Kleber) +
            Kosten, Zeit und Mühen für die Verpackerei ganz zu schweigen
        "	Wenn schon der Versand 7 Euro kostet lohnt sich der Verkauf der Ware für 5 oder 6 Euro nicht.	entailment
"hi folgendes problem: Hab im windows mit der nvidia software versucht ein bios update durchzuführen. Hab
            vorher natürlich ein bios backup gemacht. beim aufspieln des neuen bios kam dann eine fehlermeldung. Bios
            konnte nicht initalisiert werden. Ich hab dann noch 2 andere versionen versucht zu installieren jedoch ohne
            erfolg. Dann wollte ich das backup wieder aufspielen, doch auch das wurde verweigert. Dann hab ich neustart
            gemacht, ohne erfolg. cmos jumper... ohne erfolg ..,. batterie raus hilft auch nix... was nun ????????
            Hilfe!!!!!!!!!!!!!!!!!!!!!!!!!! danke schonmal opa.oi
        "	Wegen fehlenden Systemrechten des Anwenders in Windows kann die Datei nicht gestartet werden.	contradiction
Also ging ich zu ihrem Haus und dann rief ich diese Nummer an, die ich anrufen sollte, als ich dort ankam.	Ich habe mir ihr Telefon geliehen, um den Anruf zu tätigen.	neutral
Bemerken sie wie die trompe lóeil Malerei danach strebt die kleine Kirche in eine hohe gothische Kathedrale zu verwandeln.	Das Gemälde wurde von einem Künstler geschaffen, der zu der Zeit betrunken war.	neutral
"Hallo all e zusammen. Mein Virenprogramm AntiVir hat ein Trojanisches Pferd in meinem System entdeckt. Es
            fragt mich was ich damit machen will und wenn ich auf löschen klicke erscheint es das nächste Mal wieder.
            Auch wenn ich andere kostenlose Virenprogramme benutze, finde ich den Trojaner zwar, aber in diesem Moment
            kommt wieder dieses Fenster von AntiVir und fragt mich was ich damit machen will. Dann drücke ich löschen
            und das Virenprgramm sucht normal weiter, ohne den Trojaner zu beachten. Wer kann mir sagen wie ich diesen
            Trojaner löschen kann? Wo er ist weiß ich ja schon. Vielen Dank im Voraus Pedro
        "	Ich möchte einen Trojaner mit Antivir löschen.	entailment
Um etwa 10:15 Uhr bestätigten der Chef der Abteilung und der Sicherheitschef der FDNY, der vom Parkhaus in die West Street zurückgekehrt war, dass der Südturm eingestürzt war.	Der Südturm ist nicht zusammengebrochen.	contradiction
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	"Mein Computer hängt sich auf wenn ich Dateien von der externen Festplatte auf die eingebaute an die
            Datensicherungskontrolle übertragen will.
        "	entailment
Die CIA entlud den, den Film, brachte sie am nächsten Tag zu den Vereinten Nationen.	Die CIA hat den Film zur UN gebracht.	entailment
"Hallo, folgende Frage: Kann es passieren, dass ein Trojaner/Virus oder ähnliches Schadprogramm sich heimlich
            aufs Mainboard flasht (also eine veränderte Firmware), und selbst nach OS-Neuinstallation dann wieder das
            System infiziert ? Und falls das passieren kann: Ist es nur von Windows aus möglich (also ein Schadprogramm,
            dass von Windows aus agiert), oder könnte es auch über Ubuntu passieren (falls das Schadprogramm root-Rechte
            erlangt) ? Wenn man zu 100% sicher sein will, muss man dann sein das Mainboard austauschen ?
        "	"Wird die Hard Disk mit dem Programm Kaspersky gescannt, können die Fehler Blue Screen 77 und 77a beseitigt
            werden.
        "	contradiction
"Hallo Ich habe folgendes Problem. Wenn ich Daten von einer USB Festplatte auf die Interne Platte kopiere
            hängt der ganze PC. Die Interne Platte hängt am Asus EZ Backup Controller und ist gespiegelt. Als
            Betriebsystem kommt Windows 2003 zum einsatz. Kennt jemand das Problem Und kann ich die Platten einfach
            umstecken auf den Intel Kontroller.???? Oder verliere ich alle Daten??
        "	Mein PC meldet Viren und läuft nun mit höchster CPU-Auslastung.	contradiction
"Hallo Leute! Ich habe mir vor ein paar Tagen einen neuen PC gekauft. Hier einmal die Daten: Intel Core 2 Quad
            Q6600 4* 2,40 GhZ ASUS P5N-D Motherboard Geforce 9600 GT SLI 4 GB Ram Windows Vista 64 Bit und falls auch
            relevant: Kasoersky Internet Security 7.0 So und jetzt zu meinem Problem. Ich bin am Desktop und schau auf
            die Prozessorauslastung und bei allen 4 Kernen sind 2 Stellige Prozentbereiche obwohl ich nichts mache, ich
            bin nur am Desktop. Im Moment waren es gerade bei allen 4 Kernen mehr als 30% Egal was ich mache es ist nur
            am Stocken, selbst wenn ich nen Ordner öffne. So ich bitte um eure Hilfe und zahlreiche Antworten. MFG Sylar
        "	LAN-Karte dauerhaft auf Datenübertragung von 1Gbit/s umstellen	contradiction
Nemeth versprach, das betreffende Motel zu untersuchen.	Nemeth sagte, er würde das Motel nicht erkunden.	contradiction
Nichts kommt von nichts, behauptete Lukrez vor zweitausend Jahren, und Tautologen haben ihm Recht gegeben.	Lucretius lebte vor Zwei Tausend Jahren und machte plausible Argumente.	entailment
„Lauf leise, lauf tief, überprüfe die Antwort.“	Renne ohne gehört zu werden.	entailment
"Hallo Leute! Ein Bekannter von mir hat folgendes Problem: Immer wenn er mit Kaspersky seine Festplatte auf
            Viren überprüft bekommt er einen Blue Screen mit Error 77 bzw. 77a angezeigt. Er hat gehört das dieses auf
            eine defekte Festplatte hinweist. Allerdings erreicht sein Prozessor unter Last 67°C und das Problem tritt
            auch sporadisch bei Spielen und im Sommer wenn das Dachgeschoss ohnehin schon warm ist auf. Habt Ihr dort
            eine Idee bzw. Lösungsvorschlag um den Fehler zu beheben? Mfg wiesenpieper
        "	Wie kann ich verhindern, dass es bei einer Gigabit-Netzwerkkarte eine Verlangsamung auf 100mbit gibt?	contradiction
Die Baixada de Santa Eulalia führt zur Carrer dels Banys Nous, benannt nach den seit dem 12. Jahrhundert errichteten neuen Thermen des Ghettos.	Carrer dels Banys Nous ist nach Bädern benannt.	entailment
Solche Ausbrüche des Wahnsinns dauerten drei Jahrzehnte lang und wurden mehr Rokoko.	Drei Jahrzehnte lang herrschte überall Wahnsinn.	entailment
Bandar al Hazmi setzte seine Ausbildung bei Arizona Aviation mit Zwischenaufenthalten in Saudi-Arabien fort, bevor er im Januar 2000 zum letzten Mal die Vereinigten Staaten verließ.	Bandar al Hazmi kam 18 Mal in die USA.	neutral
Er trat einen Schritt zurück, ein verblüffter, machtloser Mann.	Er war überhaupt nicht betroffen.	contradiction
Der Zivilbevölkerung, die das Büro der Hafenbehörde in 5 WTC anrief, wurde geraten, möglichst wegzugehen.	Die Hafenbehörde sagte den Leuten, dass sie WTC 5 verlassen sollten.	entailment
Natürlich haben sie mich dort gefragt, warum ich ging.	Sie fragten, warum ich zu Hause geblieben sei.	contradiction
Auch außerhalb des Lexikons hat sich die Grammatik, besonders der Syntax, verändert. Allerdings nicht so stark, dass sie für einen modernen Durchschnittsleser nicht mehr verständlich wäre.	Leute, die Schwierigkeiten mit der Grammatik haben, könnten sicherlich Schwierigkeiten haben, es zu verstehen.	neutral
"hallo liebe mods, ich schreibe diesen beitrag extra in die mainboard kategorie, weil heute schon 4 mal beim
            aufrufen des p5q deluxe-sammelthreads mein trendmicro virenscanner angeschlagen hat! er meldete folgen
            virus: TSPY_ONLINEG.FXG laut trendmicro wird versucht, den virus über '' gehackte '' webseiten
            einzuschleusen... nachzulesen hier: (URL) könnt ihr mal der sache auf den grund gehen? viele grüsse t.
        "	Beim Update meines BIOS mit einem Programm von nvidia tauchen Schwierigkeiten auf.	contradiction
Die Optionen sind nicht attraktiv.	Alle Optionen sind unwiderstehlich.	contradiction
Dies ist eine Nachfragekurve die von der Bedingung abhängt dass der Rabatt gleich  bleibt, unter der Bedingung, das keiner Mailer zu Arbeitsgemeinschaft wechselt.	Die Bedarfskurve hängt davon ab, ob der Preisnachlass derselbe ist.	entailment
Das wurde auch in der Hauptpflegestelle so gemacht.	Auch in der Grundversorgung waren noch Rechnungen offen.	neutral
Für Fälle mit Alkoholproblemen unter den verletzten ist das Traumateam nicht zuständig	Es gibt ein separates Beratungsteam, welches den Patienten nach verlassen der Traumastation trifft.	neutral
Wie Sie wissen, umfasst die Mitgliedschaft dieser Gruppe jene Freunde und Alumni, die jährlich 1.000 Dollar oder mehr zur juristischen Fakultät beitragen.	Wir haben Leute in dieser Gruppe, die mehr als 1.000 Dollar zur juristischen Fakultät beigetragen haben.	entailment
Außerdem zahlen nur wenige Postverwaltungen ihren Angestellten ein so hohes Gehalt wie die USA.	In vielen Ländern verdienen Postangestellte weniger als fünf Dollar am Tag.	neutral
"hi folgendes problem: Hab im windows mit der nvidia software versucht ein bios update durchzuführen. Hab
            vorher natürlich ein bios backup gemacht. beim aufspieln des neuen bios kam dann eine fehlermeldung. Bios
            konnte nicht initalisiert werden. Ich hab dann noch 2 andere versionen versucht zu installieren jedoch ohne
            erfolg. Dann wollte ich das backup wieder aufspielen, doch auch das wurde verweigert. Dann hab ich neustart
            gemacht, ohne erfolg. cmos jumper... ohne erfolg ..,. batterie raus hilft auch nix... was nun ????????
            Hilfe!!!!!!!!!!!!!!!!!!!!!!!!!! danke schonmal opa.oi
        "	"Micha möchte wissen, ob ein nicht angezeigtes Programm oder ein Virus/Trojaner Schuld an einer hohen
            CPU-Auslastung bei über 90% Leerlauf sein kann.
        "	contradiction
Bezüglich KSMs Hilfe für Al Qaida, siehe Intelligense reports, interrogations of KSM, July 12, 2013 (zwei Reporte).	Es gibt Berichte vom 12. Juli 2003, die Informationen über die Hilfe von KSM für Al-Qaida enthalten.	entailment
Der New Yorker hat mit Sonderausgaben zurück gekämpft - riesige Bände über Rasse oder Hollywood oder die Zukunft.	Trotzdem hat sich der New Yorker geweigert, Sonderausgaben zu veröffentlichen.	contradiction
Die Personalsysteme wurden konsolidiert und neue Unternehmensstrukturen wurden schnell definiert, um die vergrößerte Kundenbasis weiterhin zu unterstützen.	Durch die Zusammenführung des Personalwesens wurde Raum für neue Unternehmensstrukturen geschaffen.	neutral
Die Straßen drehen und wenden um scharfe Kurven und rollen hoch und über Wellen.	Die Straße war komplett gerade.	contradiction
Aye, sagte Ogle, das ist wahr. Aber es gab einige, die immer noch offen und aufrichtig gegen den Kurs revoltierten.	Einige fanden die Idee des aktuellen Kurses nicht gut und widerlegten sie explizit.	entailment
Es gibt einen Unterschied zwischen intelligenter Skepsis und dämlicher Skepsis.	Canny Skepsis und Hantel Skepsis sind nicht genau gleich.	entailment
